"la_name","SEN_Unit","RP_Unit","Total pupils","EHC plan"
"Cumbria","0","0","101","0"
"Oxfordshire","0","0","239","9"
"Essex","0","0","880","20"
"Worcestershire","1","0","416","11"
"Sheffield","0","0","382","1"
"East Sussex","0","0","177","1"
"Wakefield","0","0","232","13"
"Manchester","0","0","846","16"
"Leicestershire","0","0","399","8"
"Leicestershire","0","0","403","8"
"Leicestershire","0","0","64","2"
"Cornwall","0","0","117","2"
"Redcar and Cleveland","0","0","536","3"
"Bexley","0","0","232","1"
"Bexley","0","0","239","5"
"Kent","0","0","565","4"
"Kent","0","0","302","6"
"Durham","0","0","253","5"
"Portsmouth","0","0","166","164"
"Calderdale","0","0","1388","22"
"Northamptonshire","0","0","217","5"
"Cornwall","0","0","276","4"
"Lincolnshire","0","0","263","7"
"Stoke-on-Trent","0","0","16","16"
"Cornwall","0","0","98","1"
"Wakefield","0","0","196","1"
"Cornwall","0","0","100","2"
"Slough","0","0","882","14"
"Wakefield","0","0","208","4"
"Surrey","0","0","226","4"
"Doncaster","0","0","215","1"
"Sheffield","0","0","211","1"
"Cornwall","0","0","113","1"
"North Lincolnshire","0","0","128","3"
"Oxfordshire","0","0","251","4"
"Cornwall","1","0","245","6"
"Surrey","0","0","440","6"
"Surrey","0","0","211","10"
"Surrey","0","0","412","16"
"Wiltshire","0","0","49","4"
"Wiltshire","0","0","193","7"
"Doncaster","0","0","421","5"
"Warwickshire","0","0","70","70"
"Wolverhampton","0","0","481","7"
"Kensington and Chelsea","0","0","101","1"
"Nottinghamshire","0","0","207","2"
"Bradford","0","0","491","5"
"Durham","0","0","160","1"
"Hounslow","0","0","115","115"
"Northamptonshire","0","0","451","4"
"Norfolk","0","1","418","14"
"Norfolk","0","0","840","16"
"Coventry","0","0","853","19"
"Essex","0","0","319","10"
"Buckinghamshire","0","0","187","3"
"Nottingham","0","0","894","24"
"Northamptonshire","0","0","234","1"
"Warwickshire","0","0","797","24"
"Warwickshire","0","0","241","4"
"Newham","0","1","2086","29"
"Peterborough","0","1","183","7"
"Essex","0","0","195","3"
"Peterborough","0","0","464","4"
"Rotherham","0","0","166","2"
"Reading","0","0","295","8"
"Essex","0","0","210","3"
"Staffordshire","0","0","369","9"
"East Sussex","0","0","177","6"
"East Sussex","0","0","213","2"
"Cambridgeshire","0","0","84","0"
"Hillingdon","0","0","616","16"
"Oldham","0","0","239","220"
"Coventry","0","0","231","6"
"Hillingdon","0","1","673","36"
"Kirklees","0","0","387","9"
"Kent","0","1","320","10"
"Sheffield","0","0","785","10"
"Croydon","0","0","256","4"
"Essex","0","0","370","3"
"Worcestershire","0","0","65","65"
"Nottinghamshire","0","0","460","1"
"Leeds","0","0","158","0"
"Staffordshire","0","0","182","7"
"Staffordshire","0","0","142","5"
"Worcestershire","0","0","94","94"
"Waltham Forest","0","0","336","10"
"West Berkshire","0","0","353","7"
"Somerset","0","0","187","3"
"Bristol, City of","1","1","511","43"
"East Sussex","0","0","207","2"
"Knowsley","0","0","1110","23"
"Leeds","0","0","452","3"
"Northamptonshire","0","0","372","3"
"Sheffield","0","0","1132","8"
"Somerset","0","0","762","27"
"Stockport","0","0","200","9"
"Warwickshire","0","0","173","1"
"Warwickshire","0","0","353","7"
"Swindon","0","0","507","14"
"Wandsworth","0","0","307","6"
"West Sussex","0","0","893","13"
"Plymouth","0","0","450","5"
"Hackney","0","0","390","4"
"Tameside","0","0","374","7"
"Tameside","0","0","156","2"
"Bradford","1","1","1006","34"
"Kent","0","0","203","9"
"Kent","0","1","198","8"
"Kent","0","0","205","18"
"Kent","0","0","153","14"
"Croydon","0","0","493","14"
"Croydon","0","0","292","5"
"Northamptonshire","0","0","244","244"
"Kingston upon Hull, City of","0","0","443","13"
"Cheshire East","0","0","412","10"
"Sheffield","0","0","208","4"
"Sheffield","0","0","189","0"
"Sheffield","0","0","96","1"
"Stockton-on-Tees","0","0","207","2"
"Bexley","0","0","591","5"
"Cheshire East","0","0","224","8"
"Lincolnshire","0","0","135","5"
"Essex","0","0","416","6"
"Bromley","0","0","430","12"
"Bromley","0","0","268","7"
"Bromley","0","0","200","2"
"Bromley","1","0","188","16"
"Bath and North East Somerset","0","0","428","9"
"Wakefield","0","0","358","12"
"Wiltshire","0","0","89","1"
"Somerset","0","0","423","8"
"Somerset","0","0","91","1"
"Cheshire East","0","0","88","87"
"Wirral","0","0","414","4"
"Rotherham","0","0","1039","9"
"Barnsley","0","0","238","4"
"Solihull","0","0","420","4"
"Birmingham","0","0","184","2"
"Herefordshire, County of","0","0","156","3"
"Cornwall","0","0","331","2"
"Cornwall","0","0","103","0"
"Cornwall","0","0","65","0"
"Cornwall","0","0","118","1"
"Cornwall","0","0","53","2"
"Staffordshire","0","0","857","13"
"York","0","0","610","14"
"West Sussex","0","0","1517","18"
"Oxfordshire","0","0","144","1"
"Oxfordshire","0","0","196","5"
"Redbridge","0","0","2804","64"
"Leicestershire","0","0","295","6"
"Cornwall","0","0","74","0"
"Southampton","0","0","203","4"
"Sheffield","0","0","107","0"
"Manchester","0","0","424","13"
"Cambridgeshire","0","0","397","11"
"Hillingdon","0","1","278","16"
"Bury","0","0","6","5"
"Stoke-on-Trent","0","0","22","6"
"Staffordshire","0","0","206","7"
"Staffordshire","0","0","184","6"
"Salford","0","0","215","0"
"Barnet","0","0","79","0"
"East Sussex","0","0","403","5"
"Windsor and Maidenhead","0","0","246","7"
"Islington","0","0","368","7"
"Merton","0","0","25","5"
"Lincolnshire","0","0","245","6"
"Cambridgeshire","0","0","471","17"
"Bolton","0","0","953","16"
"Cheshire East","0","0","466","3"
"Birmingham","0","0","469","2"
"Middlesbrough","1","1","328","44"
"Middlesbrough","0","0","365","1"
"Middlesbrough","0","0","300","0"
"Essex","0","0","210","0"
"Southwark","0","0","434","10"
"Surrey","0","0","486","24"
"Surrey","0","1","640","23"
"Northamptonshire","0","0","1735","16"
"Gloucestershire","0","0","204","4"
"Cornwall","0","0","68","3"
"Cornwall","1","0","227","12"
"Cornwall","0","0","194","3"
"Swindon","0","0","874","10"
"Southampton","0","0","270","1"
"Croydon","0","0","453","16"
"Birmingham","0","0","446","3"
"Stockton-on-Tees","0","0","352","9"
"Kent","0","0","107","3"
"Kent","0","0","414","3"
"Staffordshire","0","0","83","2"
"Staffordshire","0","0","300","0"
"Birmingham","0","0","1049","11"
"Birmingham","0","0","209","3"
"Herefordshire, County of","0","0","65","1"
"Bournemouth, Christchurch and Poole","0","0","284","3"
"Birmingham","0","0","411","3"
"Birmingham","0","0","210","0"
"Warwickshire","0","0","60","1"
"Shropshire","0","0","421","421"
"Bexley","0","1","345","14"
"Bromley","0","0","309","7"
"Norfolk","0","1","828","14"
"Cambridgeshire","0","0","74","1"
"Southend-on-Sea","0","0","596","7"
"Kent","0","0","1139","30"
"Cambridgeshire","0","0","164","8"
"Barnsley","0","0","214","2"
"Surrey","0","0","446","11"
"Nottinghamshire","0","0","267","1"
"Norfolk","0","0","103","0"
"Sheffield","0","0","206","2"
"Sheffield","0","1","1364","27"
"Nottingham","0","0","392","1"
"Nottinghamshire","0","0","685","3"
"Nottingham","0","0","429","1"
"East Riding of Yorkshire","0","0","374","12"
"Rotherham","0","0","1049","15"
"Nottingham","0","0","418","2"
"Oxfordshire","0","0","386","7"
"Norfolk","0","0","652","23"
"Wakefield","0","0","216","2"
"Blackburn with Darwen","0","0","180","3"
"Dorset","0","0","98","7"
"Dorset","0","0","124","0"
"Stoke-on-Trent","0","0","484","10"
"York","0","1","245","17"
"Lambeth","0","0","152","2"
"Leeds","0","0","1266","15"
"Bradford","0","0","26","7"
"Bradford","0","0","1835","18"
"Suffolk","0","0","443","6"
"Nottinghamshire","0","0","171","1"
"Redbridge","0","1","2672","85"
"Cornwall","0","0","59","1"
"Cornwall","0","0","376","2"
"Halton","0","0","94","94"
"Oldham","0","0","503","32"
"Oxfordshire","0","0","1058","19"
"North East Lincolnshire","0","0","204","2"
"Cornwall","0","0","98","0"
"Rotherham","0","0","199","6"
"Sunderland","0","0","466","1"
"Doncaster","0","0","421","5"
"Wolverhampton","0","1","722","9"
"Kingston upon Hull, City of","0","0","488","16"
"Sheffield","0","0","465","10"
"Oldham","0","0","294","9"
"Rotherham","0","0","142","4"
"Nottinghamshire","0","0","274","0"
"Kent","0","0","586","8"
"Kent","0","0","209","2"
"Surrey","1","0","310","25"
"Kent","0","1","1114","3"
"Sheffield","0","0","372","3"
"Oldham","0","0","423","12"
"Cheshire East","0","0","208","2"
"Stockton-on-Tees","0","0","375","12"
"Cumbria","0","0","355","14"
"Barnet","0","0","424","15"
"Barnsley","0","0","293","5"
"Kensington and Chelsea","0","0","27","1"
"Portsmouth","0","0","806","20"
"Medway","0","0","341","3"
"Medway","0","0","151","2"
"Leicestershire","1","0","415","33"
"Sheffield","0","0","209","2"
"Sheffield","0","0","188","3"
"Hertfordshire","0","0","266","8"
"Halton","0","0","116","1"
"Nottinghamshire","0","0","213","1"
"Nottinghamshire","0","0","396","1"
"Herefordshire, County of","0","0","538","5"
"Wiltshire","0","0","312","3"
"Cambridgeshire","0","0","182","5"
"Suffolk","0","0","163","3"
"Portsmouth","0","0","37","0"
"North Lincolnshire","0","0","323","8"
"North Lincolnshire","0","0","384","8"
"Wigan","0","0","103","7"
"Northamptonshire","0","0","415","3"
"Torbay","0","0","203","4"
"Cornwall","0","0","35","0"
"Somerset","0","0","326","5"
"Cornwall","0","0","69","1"
"Stoke-on-Trent","0","0","1088","32"
"Cornwall","0","0","56","1"
"Somerset","0","0","131","1"
"Nottinghamshire","0","0","350","0"
"Gateshead","0","0","243","4"
"Bradford","0","0","222","4"
"Kent","0","1","1353","25"
"Kent","0","0","190","3"
"Cornwall","0","0","50","1"
"Torbay","0","0","314","9"
"Somerset","0","0","131","3"
"Rotherham","0","0","2124","53"
"Cheshire East","0","0","440","15"
"Bromley","0","0","177","4"
"Southampton","0","0","1","0"
"Surrey","0","0","1145","29"
"West Sussex","0","0","238","5"
"Oxfordshire","0","0","269","11"
"Oxfordshire","0","0","522","26"
"Warwickshire","0","0","97","97"
"Hertfordshire","0","0","21","21"
"Birmingham","0","0","655","0"
"Harrow","0","1","516","25"
"Wolverhampton","0","0","233","5"
"Nottinghamshire","0","0","260","1"
"Kirklees","0","0","1353","22"
"Manchester","0","0","420","4"
"Norfolk","0","0","272","4"
"Cheshire West and Chester","0","0","187","6"
"Essex","0","0","352","6"
"Kingston upon Thames","0","1","221","19"
"Suffolk","0","0","771","20"
"Cornwall","0","0","76","2"
"Hillingdon","0","0","588","19"
"Southend-on-Sea","0","0","441","7"
"Blackpool","0","0","439","10"
"Croydon","0","0","440","7"
"Cornwall","0","0","598","14"
"Plymouth","0","0","164","7"
"Bath and North East Somerset","0","0","60","60"
"East Sussex","0","0","704","11"
"Norfolk","0","0","99","1"
"Wandsworth","0","0","174","2"
"Croydon","0","0","236","5"
"Sunderland","0","1","201","15"
"Wiltshire","0","0","414","15"
"Camden","0","0","373","10"
"Barking and Dagenham","1","0","386","15"
"Oxfordshire","0","0","396","10"
"Portsmouth","1","0","386","22"
"Hampshire","0","0","171","6"
"Isle of Wight","0","0","621","21"
"Manchester","0","0","209","7"
"Plymouth","0","0","353","15"
"Warwickshire","0","0","228","6"
"Devon","0","0","196","5"
"Leicestershire","0","0","67","0"
"Portsmouth","0","0","1096","24"
"Nottinghamshire","0","0","1098","4"
"Wiltshire","0","0","147","3"
"Sunderland","0","0","264","5"
"Medway","0","0","317","316"
"Leicestershire","0","0","566","6"
"Manchester","0","0","857","18"
"Croydon","0","1","701","23"
"Bournemouth, Christchurch and Poole","0","0","356","4"
"Birmingham","0","0","273","1"
"Hertfordshire","0","0","178","4"
"Hertfordshire","0","0","256","4"
"Manchester","0","0","712","26"
"Bexley","0","0","662","8"
"Norfolk","0","0","103","1"
"West Sussex","0","0","1619","21"
"Middlesbrough","0","0","362","10"
"Nottingham","0","0","227","0"
"Kingston upon Hull, City of","0","0","335","5"
"Croydon","0","1","481","21"
"Hounslow","0","0","458","8"
"Portsmouth","0","0","459","13"
"Thurrock","0","0","441","10"
"Buckinghamshire","0","0","432","13"
"Middlesbrough","0","0","701","3"
"West Sussex","0","0","419","3"
"Cheshire East","0","1","220","16"
"Leicestershire","0","0","414","7"
"Plymouth","0","0","301","7"
"Nottinghamshire","0","0","306","4"
"Bristol, City of","0","0","193","0"
"Bromley","0","0","175","4"
"Plymouth","0","0","153","4"
"Worcestershire","1","1","297","28"
"Hampshire","0","0","55","54"
"Solihull","0","0","336","4"
"Milton Keynes","0","0","630","9"
"Essex","0","0","236","1"
"Northamptonshire","0","0","82","2"
"Plymouth","0","0","755","14"
"Trafford","0","0","394","7"
"Devon","0","0","248","12"
"Cheshire East","0","0","219","5"
"Cornwall","0","0","115","5"
"Wiltshire","0","0","190","6"
"Torbay","0","0","85","6"
"Essex","0","0","213","9"
"Torbay","0","0","145","8"
"Leicestershire","0","0","495","13"
"Essex","0","0","226","5"
"Hillingdon","0","0","1171","26"
"Torbay","0","0","233","10"
"Redcar and Cleveland","0","0","221","3"
"Redcar and Cleveland","0","0","533","28"
"Bromley","0","0","430","10"
"Norfolk","0","0","330","175"
"Leicestershire","0","0","46","3"
"Dorset","0","0","204","4"
"Dorset","0","0","48","2"
"Dorset","0","0","139","6"
"Manchester","0","0","233","4"
"Blackpool","0","0","1017","15"
"Bournemouth, Christchurch and Poole","0","0","410","12"
"Devon","0","0","82","4"
"Devon","0","0","135","7"
"Cornwall","0","0","151","4"
"Plymouth","0","0","195","3"
"Devon","0","0","130","5"
"Devon","0","0","168","4"
"Bournemouth, Christchurch and Poole","0","0","375","8"
"Torbay","0","0","73","1"
"Redcar and Cleveland","0","0","341","5"
"Dorset","0","0","166","4"
"Dorset","0","0","187","4"
"Devon","0","0","138","5"
"Cornwall","0","0","242","5"
"Devon","0","0","112","12"
"Cornwall","0","0","219","5"
"Dorset","0","0","94","1"
"Bournemouth, Christchurch and Poole","0","0","401","4"
"Cornwall","0","0","171","4"
"Redcar and Cleveland","0","0","245","8"
"Dorset","0","0","194","5"
"Cornwall","0","0","229","7"
"Cornwall","0","0","234","2"
"Nottinghamshire","0","0","243","1"
"Plymouth","0","0","140","1"
"Plymouth","0","0","99","0"
"Hertfordshire","0","0","1350","5"
"Leicestershire","1","0","987","27"
"Newcastle upon Tyne","0","0","386","5"
"Gloucestershire","0","0","228","4"
"Cornwall","0","0","158","4"
"Cheshire East","0","0","1280","26"
"Sandwell","0","0","356","1"
"Sandwell","0","0","433","4"
"West Sussex","0","0","620","11"
"Waltham Forest","0","0","358","358"
"Brent","0","0","185","185"
"Gloucestershire","0","0","300","14"
"Wolverhampton","0","0","1069","0"
"Rotherham","0","0","200","3"
"Kent","0","0","713","7"
"North East Lincolnshire","0","0","320","5"
"Staffordshire","0","0","1093","24"
"Staffordshire","0","0","371","7"
"Stoke-on-Trent","0","0","345","4"
"Stoke-on-Trent","0","0","226","4"
"Westminster","0","0","44","3"
"Kensington and Chelsea","0","0","30","4"
"Surrey","0","0","261","3"
"Surrey","0","0","303","5"
"Hammersmith and Fulham","0","0","209","3"
"Cheshire East","0","0","105","2"
"Tameside","0","0","3","2"
"Norfolk","0","0","1048","15"
"Doncaster","0","0","39","2"
"Havering","0","0","237","8"
"Norfolk","0","0","259","2"
"Northamptonshire","0","0","349","5"
"Sheffield","0","0","1048","16"
"Suffolk","1","0","648","34"
"Suffolk","0","0","322","9"
"Leeds","0","0","350","3"
"Sheffield","0","0","332","4"
"Oxfordshire","0","0","328","8"
"Essex","0","0","387","1"
"Northamptonshire","0","0","225","1"
"Kingston upon Hull, City of","0","0","304","3"
"Thurrock","0","0","490","14"
"Brent","0","0","651","21"
"Central Bedfordshire","0","0","189","7"
"Cornwall","0","0","571","13"
"Cornwall","0","0","163","6"
"Cornwall","0","0","384","2"
"Cornwall","0","0","49","1"
"Croydon","0","0","394","3"
"Croydon","0","0","365","7"
"Derby","0","0","217","1"
"Derbyshire","0","0","198","2"
"Essex","0","0","105","0"
"Isle of Wight","0","0","1216","28"
"Kingston upon Hull, City of","0","0","269","5"
"Kingston upon Hull, City of","0","0","197","6"
"Kingston upon Hull, City of","0","0","366","3"
"Leicestershire","0","0","195","0"
"Leicestershire","0","0","204","8"
"Norfolk","0","0","97","4"
"Northamptonshire","0","0","557","5"
"Nottinghamshire","0","0","90","90"
"Peterborough","0","0","412","8"
"Sandwell","0","0","211","1"
"Slough","0","0","678","11"
"Staffordshire","0","0","148","0"
"Stoke-on-Trent","0","0","240","2"
"Surrey","0","0","245","9"
"Thurrock","0","0","63","8"
"Brent","0","0","709","7"
"Birmingham","0","0","1081","44"
"Halton","0","0","918","13"
"Doncaster","0","0","1556","20"
"East Riding of Yorkshire","0","0","908","36"
"Hartlepool","0","0","1508","15"
"Herefordshire, County of","0","0","530","14"
"Middlesbrough","0","0","487","0"
"Norfolk","0","0","199","4"
"Oxfordshire","0","0","117","2"
"Stoke-on-Trent","0","0","540","15"
"Kent","0","0","279","4"
"Kent","0","1","1113","41"
"Oxfordshire","0","0","1092","17"
"Surrey","0","0","363","6"
"Trafford","0","0","496","12"
"Warwickshire","0","0","419","7"
"Blackburn with Darwen","0","0","1193","13"
"Surrey","0","0","444","17"
"Cambridgeshire","0","0","462","13"
"Cambridgeshire","0","0","124","124"
"Westminster","0","0","661","10"
"Oxfordshire","0","0","113","0"
"Suffolk","0","0","548","2"
"Cambridgeshire","0","0","440","14"
"Birmingham","0","0","439","7"
"Birmingham","0","0","444","1"
"Blackburn with Darwen","0","0","183","3"
"Buckinghamshire","0","0","1224","2"
"Cheshire East","0","0","156","4"
"Cheshire East","0","0","174","16"
"Cheshire West and Chester","0","0","200","2"
"Cornwall","0","0","113","0"
"Dorset","0","0","949","13"
"Kent","0","0","209","2"
"Kent","0","0","620","12"
"Kingston upon Hull, City of","0","0","448","25"
"Kingston upon Hull, City of","0","0","324","2"
"Kingston upon Hull, City of","0","0","173","173"
"Kingston upon Hull, City of","0","0","312","4"
"Kingston upon Hull, City of","0","0","198","5"
"Lambeth","0","0","45","11"
"Lambeth","0","0","17","10"
"Leicestershire","0","0","36","2"
"Leicestershire","0","0","76","4"
"Leicestershire","0","0","205","1"
"Leicestershire","0","0","51","1"
"Leicestershire","0","0","83","1"
"Norfolk","0","0","96","1"
"Oxfordshire","0","0","112","1"
"Oxfordshire","0","0","148","0"
"Peterborough","0","0","612","5"
"Redcar and Cleveland","0","1","526","2"
"Redcar and Cleveland","0","0","244","2"
"Sandwell","0","0","223","5"
"Shropshire","0","0","1300","21"
"Solihull","0","0","455","5"
"South Tyneside","0","0","481","2"
"Stockport","0","0","362","8"
"Sunderland","0","0","163","4"
"Surrey","0","0","516","11"
"Wirral","0","1","511","13"
"Worcestershire","0","0","507","7"
"Worcestershire","0","0","382","4"
"Bromley","0","0","340","8"
"Haringey","0","0","1200","26"
"Bromley","0","0","384","12"
"Southwark","0","0","394","7"
"Thurrock","0","0","900","17"
"Westminster","0","0","612","1"
"Sheffield","0","0","248","3"
"Cornwall","0","0","66","66"
"Barking and Dagenham","0","0","107","0"
"Northamptonshire","0","0","413","4"
"Stockton-on-Tees","0","0","626","25"
"Lincolnshire","0","0","306","12"
"Croydon","0","0","905","21"
"Wokingham","0","0","378","8"
"Hertfordshire","0","0","355","8"
"Hertfordshire","0","0","392","8"
"Hertfordshire","0","0","388","8"
"Waltham Forest","0","0","584","7"
"Coventry","0","0","599","7"
"Bolton","0","0","615","17"
"Coventry","0","0","458","5"
"Barking and Dagenham","0","0","995","10"
"Ealing","0","0","180","7"
"Doncaster","0","0","249","5"
"Newcastle upon Tyne","0","0","417","7"
"Lambeth","0","0","573","23"
"Croydon","0","0","195","2"
"Suffolk","0","0","656","9"
"Devon","0","0","133","3"
"Bolton","0","0","426","7"
"Hounslow","0","0","689","5"
"Liverpool","0","0","625","4"
"Dorset","0","0","360","22"
"Barnsley","0","0","1274","25"
"Kent","0","0","194","3"
"Cheshire East","0","0","346","4"
"Oxfordshire","0","0","141","0"
"Nottingham","0","0","901","4"
"Wandsworth","0","0","1071","17"
"Kent","0","0","630","7"
"Lincolnshire","0","0","39","2"
"Medway","0","0","453","41"
"Norfolk","0","0","223","4"
"North East Lincolnshire","0","0","218","3"
"Nottinghamshire","0","0","877","6"
"Rotherham","0","0","163","2"
"Slough","0","0","536","6"
"Staffordshire","0","0","280","1"
"Staffordshire","0","0","178","3"
"Staffordshire","0","0","167","166"
"Suffolk","0","0","324","2"
"Bromley","0","0","400","2"
"Warwickshire","0","0","214","6"
"Sandwell","0","0","52","0"
"Bradford","0","0","603","12"
"Birmingham","0","0","585","5"
"Hertfordshire","0","0","125","1"
"Medway","0","0","46","46"
"Redbridge","0","0","50","21"
"Warwickshire","0","0","16","16"
"Warwickshire","0","0","49","49"
"Slough","0","1","1094","31"
"Nottingham","0","0","612","7"
"Leicester","0","0","341","1"
"Blackburn with Darwen","0","0","40","40"
"Enfield","0","0","195","4"
"Brent","0","0","1060","20"
"Portsmouth","0","0","420","13"
"East Sussex","0","0","606","6"
"East Sussex","1","0","429","11"
"Merton","0","0","16","0"
"Kent","0","0","268","0"
"Merton","0","0","154","7"
"Lancashire","0","0","539","12"
"Hackney","0","0","9","2"
"Waltham Forest","0","0","0","0"
"Southwark","0","0","15","15"
"Northamptonshire","0","0","340","1"
"Knowsley","0","0","82","82"
"Worcestershire","0","0","5","2"
"Hillingdon","0","0","128","0"
"Surrey","0","0","240","8"
"Kingston upon Hull, City of","0","0","102","39"
"West Sussex","0","0","827","9"
"Tower Hamlets","0","0","292","5"
"Cumbria","0","0","506","18"
"South Gloucestershire","0","0","791","40"
"Dorset","0","0","398","7"
"Northamptonshire","0","0","118","0"
"Sunderland","0","0","337","2"
"Dorset","0","0","168","4"
"Bexley","0","0","364","8"
"Northamptonshire","0","0","200","3"
"Norfolk","0","0","69","0"
"Oxfordshire","0","0","361","6"
"Essex","0","0","631","26"
"Oxfordshire","0","0","204","3"
"Harrow","0","0","662","14"
"Hillingdon","0","0","684","9"
"Doncaster","0","0","204","0"
"Kirklees","0","0","360","15"
"Worcestershire","0","0","294","3"
"Bradford","0","0","247","6"
"Rotherham","0","0","303","5"
"Dorset","0","0","171","2"
"Bradford","0","0","239","4"
"Worcestershire","0","0","988","9"
"Worcestershire","0","0","654","8"
"Kent","0","0","190","3"
"Worcestershire","0","0","286","0"
"Kent","0","0","203","8"
"Northamptonshire","0","0","105","2"
"Oxfordshire","0","0","1299","16"
"Thurrock","0","0","836","20"
"Harrow","0","0","1341","21"
"Northamptonshire","0","0","282","2"
"Staffordshire","0","0","442","7"
"Liverpool","0","0","747","8"
"Northamptonshire","0","0","168","5"
"Kingston upon Hull, City of","0","0","436","8"
"Northamptonshire","0","0","107","0"
"Northamptonshire","0","0","243","1"
"Newham","0","0","381","9"
"Kent","0","0","210","3"
"Norfolk","0","0","379","8"
"Oldham","0","0","88","0"
"Bournemouth, Christchurch and Poole","0","0","315","6"
"Tower Hamlets","0","0","308","8"
"Portsmouth","0","0","668","15"
"Barnsley","0","0","234","5"
"Bradford","0","0","217","2"
"Lincolnshire","0","0","416","9"
"North East Lincolnshire","0","0","59","2"
"Sheffield","0","0","342","4"
"Liverpool","0","0","360","5"
"Coventry","0","0","525","6"
"Worcestershire","0","0","717","6"
"Cumbria","0","0","491","24"
"Durham","0","0","48","11"
"Bristol, City of","0","0","442","7"
"Oxfordshire","0","0","333","7"
"Essex","0","0","353","8"
"Bexley","0","1","546","24"
"Blackpool","0","0","226","3"
"Bromley","0","0","38","2"
"Bromley","0","0","211","0"
"Croydon","0","0","165","6"
"Croydon","0","0","157","3"
"Croydon","0","0","190","3"
"Durham","0","0","190","7"
"Hampshire","0","0","12","0"
"Peterborough","0","0","374","7"
"Leicestershire","0","0","37","37"
"Stoke-on-Trent","0","0","23","21"
"Islington","0","0","6","4"
"Blackpool","0","0","786","9"
"Tower Hamlets","0","0","442","8"
"Hammersmith and Fulham","0","0","685","18"
"Leicester","0","0","381","8"
"Newham","0","0","83","12"
"Leeds","0","0","7","3"
"Doncaster","0","0","8","1"
"Wiltshire","0","0","327","10"
"Merton","0","1","502","33"
"Wakefield","0","0","394","13"
"Oxfordshire","0","0","888","13"
"Surrey","0","0","145","145"
"Wiltshire","0","0","196","4"
"Bath and North East Somerset","0","0","175","8"
"Oxfordshire","0","0","205","2"
"Leicestershire","0","0","361","10"
"Cheshire East","0","0","428","4"
"Sunderland","0","0","80","79"
"Brent","0","0","233","7"
"Oxfordshire","0","0","221","5"
"Kent","0","0","406","9"
"Kent","0","0","226","3"
"Bromley","0","0","236","3"
"Somerset","0","0","207","5"
"South Tyneside","0","0","259","1"
"Norfolk","0","0","182","5"
"Somerset","0","0","301","7"
"Greenwich","0","1","1547","19"
"Camden","0","0","103","25"
"Blackburn with Darwen","0","0","1252","12"
"Lincolnshire","0","0","511","14"
"Bury","0","0","316","17"
"Norfolk","0","0","169","4"
"Worcestershire","0","0","423","16"
"Essex","0","0","296","5"
"Solihull","0","0","86","86"
"Suffolk","0","0","231","5"
"Havering","0","0","353","7"
"South Gloucestershire","0","0","123","4"
"Portsmouth","0","0","1213","23"
"Shropshire","0","0","754","34"
"Norfolk","0","0","1095","7"
"Barking and Dagenham","0","1","1286","32"
"North Yorkshire","0","0","312","7"
"Shropshire","0","0","56","0"
"West Sussex","0","0","289","9"
"Essex","0","0","197","3"
"Bournemouth, Christchurch and Poole","0","0","554","21"
"Gateshead","0","1","1188","32"
"Staffordshire","0","0","517","11"
"Hampshire","0","0","71","71"
"Bristol, City of","0","0","384","13"
"Norfolk","0","0","190","1"
"Cheshire East","0","0","177","20"
"Essex","0","0","190","2"
"Essex","0","0","186","4"
"Manchester","0","0","1003","6"
"Surrey","0","0","207","3"
"Cornwall","0","0","226","5"
"Medway","0","0","589","5"
"Surrey","0","0","346","20"
"Oxfordshire","0","0","63","3"
"Staffordshire","0","0","179","3"
"Knowsley","0","0","272","1"
"Birmingham","0","0","235","0"
"Manchester","0","0","8","1"
"Oxfordshire","0","0","68","66"
"Haringey","0","0","384","8"
"Croydon","0","0","614","8"
"Cambridgeshire","0","0","218","5"
"Cambridgeshire","0","0","105","0"
"Cambridgeshire","0","0","230","7"
"Essex","0","0","1556","48"
"Kent","0","1","505","27"
"Kent","0","0","546","13"
"Kent","0","0","209","5"
"Leicester","0","0","428","9"
"Leicestershire","1","0","420","15"
"Medway","0","0","223","5"
"Windsor and Maidenhead","0","0","37","37"
"Norfolk","0","0","64","1"
"Norfolk","0","0","146","3"
"Norfolk","0","0","35","0"
"Norfolk","0","0","26","2"
"Northamptonshire","0","0","176","1"
"Oxfordshire","0","0","301","3"
"Plymouth","0","0","163","5"
"Rutland","0","0","192","1"
"Suffolk","0","0","493","10"
"Torbay","0","0","327","30"
"Birmingham","0","0","36","18"
"Warwickshire","0","0","210","1"
"Wolverhampton","0","0","892","7"
"Worcestershire","0","0","420","4"
"Enfield","0","0","26","2"
"Oldham","0","1","1571","43"
"Islington","0","0","222","2"
"Hertfordshire","0","0","191","191"
"Birmingham","0","0","397","397"
"Lincolnshire","0","0","151","151"
"Lincolnshire","0","0","85","85"
"Newham","0","0","134","128"
"Somerset","0","0","175","2"
"Blackpool","0","0","1225","9"
"Bournemouth, Christchurch and Poole","0","0","301","3"
"Derbyshire","0","0","724","18"
"Lincolnshire","0","0","299","9"
"East Sussex","0","0","249","11"
"East Sussex","0","0","412","1"
"East Sussex","0","0","464","5"
"Manchester","0","0","1573","18"
"West Sussex","0","0","411","7"
"West Sussex","0","0","164","2"
"West Sussex","0","0","198","7"
"Norfolk","0","0","1082","22"
"Norfolk","0","0","1684","17"
"Birmingham","0","0","474","1"
"Milton Keynes","0","0","105","0"
