"la_name","SEN_Unit","RP_Unit","Total pupils","EHC plan"
"Wirral","0","0","209","1"
"Wirral","0","0","316","2"
"Wirral","0","0","210","5"
"Wirral","0","0","211","0"
"Wirral","0","0","217","3"
"Wirral","1","0","242","22"
"Wirral","0","0","161","1"
"Wirral","0","0","461","2"
"Wirral","0","0","308","5"
"Wirral","0","0","342","0"
"Wirral","0","0","311","4"
"Wirral","0","0","226","2"
"Wirral","0","0","206","0"
"Wirral","0","0","206","2"
"Wirral","0","0","236","19"
"Wirral","0","0","357","3"
"Wirral","0","0","408","2"
"Wirral","0","0","434","0"
"Wirral","0","0","294","2"
"Wirral","0","0","184","1"
"Wirral","0","0","235","0"
"Wirral","0","0","196","1"
"Wirral","0","0","280","3"
"Wirral","0","0","149","2"
"Wirral","0","0","110","1"
"Wirral","0","0","318","7"
"Wirral","0","0","385","0"
"Wirral","0","0","226","1"
"Wirral","0","0","393","1"
"Wirral","0","0","210","1"
"Wirral","0","0","227","0"
"Wirral","0","0","343","1"
"Wirral","0","0","248","1"
"Wirral","0","0","438","2"
"Wirral","0","0","227","5"
"Wirral","0","0","276","0"
"Wirral","1","0","205","0"
"Wirral","0","0","450","3"
"Wirral","0","0","143","0"
"Wirral","0","0","226","1"
"Wirral","1","0","225","4"
"Wirral","0","0","228","1"
"Wirral","0","0","826","35"
"Wirral","0","0","791","6"
"Wirral","0","0","1125","11"
"Wirral","0","0","901","9"
"Wirral","0","0","126","2"
"Wirral","0","0","135","1"
"Wirral","0","0","932","5"
"Wirral","0","0","123","123"
"Wirral","0","0","238","238"
"Wirral","0","0","48","48"
"Wirral","0","0","148","148"
"Wirral","0","0","152","152"
"Wirral","0","0","81","81"
"Wirral","0","0","59","59"
"Greenwich","0","0","1177","26"
"Wirral","0","0","83","83"
"Wirral","0","0","141","141"
"Wirral","0","0","30","5"
"Wirral","0","0","73","73"
"Bolton","1","0","77","0"
"Bolton","0","0","126","1"
"Bolton","0","0","99","2"
"Bolton","0","0","466","7"
"Bolton","0","0","248","4"
"Bolton","0","0","224","7"
"Bolton","0","0","433","7"
"Bolton","0","0","463","9"
"Bolton","0","0","417","9"
"Bolton","0","0","448","6"
"Bolton","0","0","488","12"
"Bolton","0","0","241","2"
"Bolton","0","0","314","8"
"Bolton","0","0","441","12"
"Bolton","0","0","506","8"
"Bolton","0","0","230","16"
"Bolton","0","0","519","9"
"Bolton","0","0","312","14"
"Bolton","0","0","388","2"
"Bolton","0","0","383","6"
"Bolton","0","0","255","3"
"Bolton","0","0","218","3"
"Bolton","0","0","207","2"
"Bolton","0","0","236","8"
"Bolton","0","0","218","2"
"Bolton","0","0","416","6"
"Bolton","0","0","228","4"
"Bolton","0","0","398","19"
"Bolton","0","0","341","3"
"Bolton","0","0","402","8"
"Bolton","0","0","293","2"
"Bolton","0","0","211","3"
"Bolton","0","0","247","7"
"Bolton","0","0","231","2"
"Bolton","0","0","201","0"
"Bolton","0","0","194","0"
"Bolton","0","0","247","4"
"Bolton","0","0","456","7"
"Bolton","0","0","433","11"
"Bolton","0","0","406","6"
"Bolton","0","0","258","10"
"Bolton","0","0","481","8"
"Bolton","0","0","205","5"
"Bolton","0","0","346","9"
"Bolton","0","0","206","4"
"Bolton","0","0","234","3"
"Bolton","0","0","416","8"
"Bolton","0","0","231","2"
"Bolton","0","0","217","4"
"Bolton","0","0","215","3"
"Bolton","0","0","234","6"
"Bolton","0","0","246","4"
"Bolton","0","0","204","6"
"Bolton","0","0","341","4"
"Bolton","0","0","353","4"
"Bolton","0","0","236","1"
"Bolton","0","0","204","2"
"Bolton","0","0","210","1"
"Bolton","0","0","243","5"
"Bolton","0","0","416","15"
"Bolton","0","0","210","2"
"Bolton","0","0","175","7"
"Bolton","0","0","214","5"
"Bolton","0","0","410","4"
"Bolton","0","0","228","3"
"Bolton","0","0","208","3"
"Bolton","0","1","138","12"
"Bolton","0","0","208","5"
"Bolton","0","0","187","5"
"Bolton","0","0","215","2"
"Bolton","0","0","1248","16"
"Bolton","0","0","1578","20"
"Bolton","0","0","957","17"
"Bolton","0","0","906","37"
"Bolton","0","0","1601","32"
"Bolton","0","0","44","5"
"Bolton","0","0","143","1"
"Bolton","0","0","1160","2"
"Bolton","0","0","1226","0"
"Bolton","0","0","73","70"
"Bolton","0","0","267","265"
"Bolton","0","0","58","58"
"Bolton","0","0","139","139"
"Bury","1","0","92","6"
"Bury","0","0","258","8"
"Bury","0","0","246","4"
"Bury","0","0","295","7"
"Bury","0","0","292","10"
"Bury","0","0","316","19"
"Bury","0","0","191","8"
"Bury","0","0","248","6"
"Bury","0","0","208","3"
"Bury","0","0","400","14"
"Bury","1","0","205","10"
"Bury","0","0","200","7"
"Bury","0","0","246","2"
"Bury","0","0","206","5"
"Bury","0","0","407","13"
"Bury","0","0","442","13"
"Bury","0","0","309","7"
"Bury","0","0","169","7"
"Bury","0","0","267","11"
"Bury","0","0","297","5"
"Bury","0","0","209","5"
"Bury","0","0","246","5"
"Bury","0","0","253","2"
"Bury","0","0","240","7"
"Bury","0","0","268","4"
"Bury","0","0","240","5"
"Bury","0","0","270","3"
"Bury","0","0","222","12"
"Bury","0","0","241","7"
"Bury","0","0","252","3"
"Bury","0","0","339","9"
"Bury","0","0","197","8"
"Bury","0","0","114","4"
"Bury","0","0","104","1"
"Bury","0","0","236","6"
"Bury","0","0","209","7"
"Bury","0","0","301","4"
"Bury","0","0","381","7"
"Bury","0","0","337","7"
"Bury","0","0","226","10"
"Bury","0","0","236","11"
"Bury","0","0","176","3"
"Bury","0","0","124","4"
"Bury","0","0","432","11"
"Bury","0","0","1030","36"
"Bury","0","0","917","20"
"Bury","0","0","959","32"
"Bury","0","0","875","17"
"Bury","0","0","832","14"
"Bury","0","0","152","3"
"Bury","0","0","75","0"
"Bury","0","0","341","0"
"Bury","0","0","1194","1"
"Bury","0","0","4","1"
"Bury","0","0","155","155"
"Manchester","0","0","81","1"
"Manchester","0","0","43","0"
"Manchester","0","0","244","1"
"Manchester","0","1","467","22"
"Manchester","0","0","446","13"
"Manchester","0","0","469","13"
"Manchester","0","0","703","23"
"Manchester","0","0","698","19"
"Manchester","0","0","439","6"
"Manchester","0","0","652","11"
"Manchester","0","0","439","5"
"Manchester","0","0","235","4"
"Manchester","0","0","662","9"
"Manchester","0","0","646","7"
"Manchester","0","0","469","9"
"Manchester","0","0","422","4"
"Manchester","0","0","448","7"
"Manchester","0","0","550","7"
"Manchester","0","0","232","5"
"Manchester","0","0","422","11"
"Manchester","0","1","446","6"
"Manchester","0","0","465","10"
"Manchester","0","0","462","9"
"Manchester","0","0","459","10"
"Manchester","0","0","208","4"
"Manchester","0","0","426","4"
"Manchester","0","1","472","19"
"Manchester","0","0","276","3"
"Manchester","0","0","424","9"
"Manchester","0","1","452","12"
"Manchester","0","0","331","9"
"Manchester","0","0","435","9"
"Manchester","0","0","230","9"
"Manchester","0","0","438","7"
"Manchester","0","0","511","22"
"Manchester","0","0","423","8"
"Manchester","0","0","231","10"
"Manchester","0","0","455","14"
"Manchester","0","0","222","5"
"Manchester","0","0","473","11"
"Manchester","0","0","648","14"
"Manchester","0","0","454","6"
"Manchester","0","0","238","6"
"Manchester","0","0","324","4"
"Manchester","0","0","458","11"
"Manchester","0","0","237","4"
"Manchester","0","0","486","15"
"Manchester","0","0","424","6"
"Manchester","0","0","480","14"
"Manchester","0","0","236","3"
"Manchester","0","1","402","17"
"Manchester","0","0","235","6"
"Manchester","0","0","188","4"
"Manchester","0","0","437","6"
"Manchester","0","0","214","7"
"Manchester","0","0","244","5"
"Manchester","0","0","201","3"
"Manchester","0","0","442","4"
"Manchester","0","0","238","4"
"Manchester","0","0","439","9"
"Manchester","0","0","335","8"
"Manchester","0","0","224","6"
"Manchester","0","0","243","5"
"Manchester","0","0","236","5"
"Manchester","0","0","221","4"
"Manchester","0","0","357","8"
"Manchester","0","0","361","7"
"Manchester","0","0","176","4"
"Manchester","0","0","247","2"
"Manchester","0","0","247","4"
"Manchester","0","0","222","3"
"Manchester","0","1","237","7"
"Manchester","0","0","263","9"
"Manchester","0","0","201","0"
"Manchester","0","0","468","10"
"Manchester","0","0","235","1"
"Manchester","0","0","428","7"
"Manchester","0","0","233","6"
"Manchester","0","0","211","4"
"Manchester","0","0","242","2"
"Manchester","0","0","256","7"
"Manchester","0","0","458","15"
"Manchester","0","0","470","9"
"Manchester","0","0","1823","59"
"Manchester","0","0","713","14"
"Manchester","0","0","874","18"
"Manchester","0","0","1290","20"
"Manchester","0","0","866","21"
"Manchester","0","0","401","1"
"Manchester","0","0","193","1"
"Oldham","0","0","100","3"
"Manchester","0","0","328","1"
"Manchester","0","0","1640","2"
"Manchester","0","0","989","0"
"Manchester","0","0","735","1"
"Manchester","0","0","727","0"
"Manchester","0","0","23","1"
"Manchester","0","0","158","0"
"Manchester","0","0","156","2"
"Manchester","0","0","149","19"
"Manchester","0","0","147","145"
"Manchester","0","0","147","143"
"Manchester","0","0","155","154"
"Manchester","0","0","93","93"
"Manchester","0","0","62","62"
"Manchester","0","0","132","132"
"Oldham","0","0","339","6"
"Oldham","0","0","226","4"
"Oldham","0","0","336","3"
"Oldham","0","0","291","7"
"Oldham","0","0","342","5"
"Oldham","0","0","660","8"
"Oldham","0","0","195","3"
"Oldham","0","0","233","10"
"Oldham","0","0","447","9"
"Oldham","0","0","230","7"
"Oldham","0","0","182","2"
"Oldham","0","0","243","4"
"Oldham","0","0","174","2"
"Oldham","0","0","102","1"
"Oldham","0","0","271","7"
"Oldham","0","0","251","3"
"Oldham","0","0","199","6"
"Oldham","0","0","314","4"
"Oldham","0","0","207","4"
"Oldham","0","0","406","13"
"Oldham","0","0","242","7"
"Oldham","0","0","473","14"
"Oldham","0","0","447","11"
"Oldham","0","0","137","1"
"Oldham","0","0","234","3"
"Oldham","0","0","207","2"
"Oldham","0","0","97","3"
"Oldham","0","0","291","3"
"Oldham","0","0","231","3"
"Oldham","0","0","498","19"
"Oldham","0","0","218","3"
"Oldham","0","0","106","2"
"Oldham","0","0","210","1"
"Oldham","0","0","391","5"
"Oldham","0","0","258","8"
"Oldham","0","0","320","11"
"Oldham","0","0","284","4"
"Oldham","0","0","202","3"
"Oldham","0","0","405","6"
"Oldham","0","0","202","3"
"Oldham","0","0","211","7"
"Oldham","0","0","205","5"
"Oldham","0","0","299","5"
"Oldham","0","0","336","7"
"Oldham","0","0","236","4"
"Oldham","0","0","270","6"
"Oldham","0","0","381","4"
"Oldham","0","0","331","9"
"Oldham","0","0","207","1"
"Oldham","0","0","202","5"
"Oldham","0","0","234","6"
"Oldham","0","0","208","1"
"Oldham","0","0","459","9"
"Oldham","0","0","1376","38"
"Oldham","0","0","1503","25"
"Oldham","0","0","789","4"
"Oldham","0","0","50","0"
"Oldham","0","0","14","14"
"Rochdale","0","0","74","1"
"Rochdale","0","0","67","0"
"Rochdale","0","0","224","6"
"Rochdale","0","0","281","9"
"Rochdale","0","0","456","24"
"Rochdale","0","0","443","9"
"Rochdale","0","0","706","23"
"Rochdale","0","0","402","12"
"Rochdale","0","0","428","9"
"Rochdale","0","0","442","4"
"Rochdale","0","0","469","8"
"Rochdale","0","0","471","25"
"Rochdale","0","0","237","2"
"Rochdale","0","0","379","11"
"Rochdale","0","0","395","7"
"Rochdale","0","0","237","4"
"Rochdale","0","0","391","9"
"Rochdale","0","0","472","12"
"Rochdale","0","0","339","14"
"Rochdale","0","0","244","6"
"Rochdale","0","0","309","9"
"Rochdale","0","0","423","2"
"Rochdale","0","0","340","10"
"Rochdale","0","0","362","8"
"Rochdale","0","0","173","4"
"Rochdale","0","0","418","6"
"Rochdale","0","0","212","12"
"Rochdale","0","0","341","11"
"Rochdale","0","0","365","6"
"Rochdale","0","0","447","4"
"Rochdale","0","0","208","6"
"Rochdale","0","0","350","13"
"Rochdale","0","0","90","1"
"Rochdale","0","0","221","2"
"Rochdale","0","0","136","1"
"Rochdale","0","0","238","3"
"Rochdale","0","1","176","3"
"Rochdale","0","0","236","3"
"Rochdale","0","0","219","6"
"Rochdale","0","0","209","6"
"Rochdale","0","0","219","5"
"Rochdale","0","0","255","4"
"Rochdale","0","0","450","4"
"Rochdale","0","0","339","7"
"Rochdale","0","0","440","5"
"Rochdale","0","0","207","6"
"Rochdale","0","0","202","3"
"Rochdale","0","0","153","3"
"Rochdale","0","0","203","2"
"Rochdale","0","0","230","3"
"Rochdale","0","0","222","8"
"Rochdale","0","0","232","3"
"Rochdale","0","0","232","1"
"Rochdale","0","0","391","4"
"Rochdale","0","0","400","3"
"Rochdale","0","0","1333","23"
"Rochdale","0","0","1405","30"
"Rochdale","0","0","1189","42"
"Rochdale","0","0","1145","20"
"Rochdale","0","0","313","5"
"Rochdale","0","0","428","8"
"Rochdale","0","0","210","7"
"Rochdale","0","0","202","6"
"Rochdale","0","0","166","8"
"Rochdale","0","0","83","83"
"Salford","0","0","344","10"
"Salford","0","0","230","3"
"Salford","0","0","236","6"
"Salford","0","1","239","16"
"Salford","0","0","305","2"
"Salford","0","1","323","12"
"Salford","0","0","397","12"
"Salford","0","0","437","11"
"Salford","0","0","326","5"
"Salford","0","1","389","14"
"Salford","0","1","449","17"
"Salford","0","0","300","4"
"Salford","0","0","243","7"
"Salford","0","0","302","11"
"Salford","0","0","669","20"
"Salford","0","1","439","16"
"Salford","0","0","412","6"
"Salford","0","0","471","8"
"Salford","0","0","211","7"
"Salford","0","1","138","21"
"Salford","0","0","220","7"
"Salford","0","0","249","7"
"Salford","0","0","234","3"
"Salford","0","0","349","5"
"Salford","0","0","390","2"
"Salford","0","0","213","2"
"Salford","0","0","392","13"
"Salford","0","0","427","10"
"Salford","0","0","227","2"
"Salford","0","0","472","5"
"Salford","0","0","216","2"
"Salford","0","0","217","3"
"Salford","0","0","213","7"
"Salford","0","0","296","4"
"Salford","0","0","250","7"
"Salford","0","1","243","11"
"Salford","0","0","225","3"
"Salford","0","0","310","5"
"Salford","0","0","216","5"
"Salford","0","1","212","19"
"Salford","0","0","223","4"
"Salford","0","0","419","5"
"Salford","0","0","221","2"
"Salford","0","0","441","2"
"Salford","0","0","239","2"
"Salford","0","0","238","3"
"Salford","0","0","310","4"
"Salford","0","0","243","2"
"Salford","0","0","249","3"
"Salford","0","0","228","1"
"Salford","0","0","231","1"
"Salford","0","0","231","2"
"Salford","0","0","218","6"
"Salford","0","0","226","4"
"Salford","0","0","217","2"
"Salford","0","0","203","3"
"Salford","0","0","181","1"
"Salford","0","0","423","2"
"Salford","0","0","364","1"
"Salford","0","0","511","17"
"Salford","0","0","933","26"
"Salford","0","0","1027","10"
"Salford","0","0","153","0"
"Salford","0","0","447","0"
"Salford","0","0","375","0"
"Salford","0","0","636","10"
"Bury","0","0","71","1"
"Salford","0","0","69","0"
"Salford","0","0","78","1"
"Salford","0","0","510","3"
"Salford","0","0","243","1"
"Salford","0","0","82","0"
"Stockport","0","1","77","2"
"Stockport","0","0","49","0"
"Stockport","0","0","131","0"
"Stockport","0","0","85","0"
"Stockport","0","0","0","0"
"Stockport","0","0","13","2"
"Stockport","0","0","320","7"
"Stockport","0","0","304","0"
"Stockport","0","0","360","4"
"Stockport","0","0","207","6"
"Stockport","0","0","175","2"
"Stockport","0","0","515","12"
"Stockport","0","1","169","15"
"Stockport","0","0","279","1"
"Stockport","0","0","358","8"
"Stockport","0","1","417","13"
"Stockport","0","0","245","5"
"Stockport","0","0","281","2"
"Stockport","0","0","314","7"
"Stockport","0","0","339","5"
"Stockport","0","0","160","0"
"Stockport","0","0","270","2"
"Stockport","0","1","149","11"
"Stockport","0","0","239","2"
"Stockport","0","0","159","8"
"Stockport","0","0","344","4"
"Stockport","0","0","222","3"
"Stockport","0","0","288","4"
"Stockport","0","0","326","5"
"Stockport","0","0","460","6"
"Stockport","0","0","413","12"
"Stockport","0","0","228","2"
"Stockport","0","1","268","11"
"Stockport","0","0","630","12"
"Stockport","0","0","259","7"
"Stockport","0","0","460","6"
"Stockport","1","0","545","18"
"Stockport","0","0","228","6"
"Stockport","0","0","211","11"
"Stockport","0","0","220","3"
"Stockport","1","0","341","6"
"Stockport","0","0","387","4"
"Stockport","0","0","200","3"
"Stockport","0","0","419","4"
"Stockport","0","0","213","8"
"Stockport","0","0","332","2"
"Stockport","0","0","291","8"
"Stockport","0","0","201","6"
"Stockport","0","0","210","5"
"Stockport","0","0","496","6"
"Stockport","0","0","366","7"
"Stockport","0","0","515","8"
"Stockport","0","0","213","5"
"Stockport","0","0","215","5"
"Stockport","0","0","210","1"
"Stockport","0","0","190","1"
"Stockport","0","0","381","6"
"Stockport","0","0","168","4"
"Stockport","0","0","305","10"
"Stockport","0","0","358","11"
"Stockport","0","0","227","4"
"Stockport","0","0","201","3"
"Stockport","0","0","200","5"
"Stockport","0","0","228","6"
"Stockport","0","0","212","7"
"Stockport","0","0","120","3"
"Stockport","0","0","133","6"
"Stockport","0","0","201","2"
"Stockport","0","0","202","2"
"Stockport","0","0","199","5"
"Stockport","0","0","602","6"
"Stockport","0","0","401","3"
"Stockport","0","0","1270","46"
"Stockport","0","0","1257","41"
"Stockport","0","0","1558","33"
"Stockport","0","0","1078","10"
"Stockport","0","0","795","27"
"Stockport","0","0","749","21"
"Stockport","0","0","124","2"
"Stockport","0","0","242","0"
"Stockport","0","0","477","0"
"Stockport","0","0","156","9"
"Stockport","0","0","54","0"
"Stockport","0","0","1461","1"
"Stockport","0","0","1474","1"
"Stockport","0","0","17","0"
"Stockport","0","0","84","76"
"Stockport","0","0","46","46"
"Trafford","0","0","116","116"
"Stockport","0","0","54","52"
"Stockport","0","0","165","165"
"Stockport","0","0","292","292"
"Stockport","0","0","97","97"
"Tameside","0","0","194","3"
"Tameside","0","0","384","4"
"Tameside","0","0","202","3"
"Tameside","0","0","426","8"
"Tameside","0","0","235","4"
"Tameside","0","0","234","3"
"Tameside","0","0","281","0"
"Tameside","0","0","219","7"
"Tameside","0","0","236","2"
"Tameside","0","0","226","6"
"Tameside","0","0","221","7"
"Tameside","0","0","210","6"
"Tameside","0","1","460","10"
"Tameside","0","0","448","5"
"Tameside","0","0","220","5"
"Tameside","0","0","439","8"
"Tameside","0","0","210","2"
"Tameside","0","0","334","10"
"Tameside","0","0","414","7"
"Tameside","0","0","446","7"
"Tameside","0","0","178","1"
"Tameside","0","0","232","2"
"Tameside","0","0","96","1"
"Tameside","0","0","349","6"
"Tameside","0","0","206","4"
"Tameside","0","0","254","1"
"Tameside","0","0","221","4"
"Tameside","0","0","137","1"
"Tameside","0","0","234","1"
"Tameside","0","0","195","6"
"Tameside","0","0","210","9"
"Tameside","0","0","231","4"
"Tameside","0","0","222","0"
"Tameside","0","0","247","5"
"Tameside","0","0","213","6"
"Tameside","0","0","205","2"
"Tameside","0","0","230","1"
"Tameside","0","0","149","1"
"Tameside","0","0","439","4"
"Tameside","0","0","224","3"
"Tameside","0","0","431","7"
"Tameside","0","0","186","1"
"Tameside","0","1","233","19"
"Tameside","0","0","251","5"
"Tameside","0","0","242","3"
"Tameside","0","0","854","17"
"Tameside","0","0","1094","19"
"Tameside","0","0","827","12"
"Tameside","0","1","773","30"
"Tameside","0","0","124","13"
"Tameside","0","0","92","92"
"Tameside","0","0","97","95"
"Tameside","0","0","178","178"
"Tameside","0","0","136","136"
"Trafford","0","0","442","4"
"Trafford","0","0","412","5"
"Trafford","0","0","270","4"
"Trafford","0","0","235","2"
"Trafford","0","0","659","14"
"Trafford","0","0","472","10"
"Trafford","0","0","417","16"
"Trafford","0","0","237","2"
"Trafford","0","0","341","7"
"Trafford","0","0","235","1"
"Trafford","0","0","671","8"
"Trafford","0","0","469","13"
"Trafford","0","0","380","5"
"Trafford","0","0","640","4"
"Trafford","1","0","457","17"
"Trafford","1","0","247","15"
"Trafford","1","0","252","10"
"Trafford","0","0","216","2"
"Trafford","1","0","226","10"
"Trafford","0","0","519","9"
"Trafford","0","0","519","11"
"Trafford","0","0","458","8"
"Trafford","0","0","369","5"
"Trafford","0","0","660","13"
"Trafford","0","0","255","4"
"Trafford","0","0","214","4"
"Trafford","0","0","652","19"
"Trafford","0","0","243","9"
"Trafford","0","0","213","3"
"Trafford","0","0","308","6"
"Trafford","0","0","231","5"
"Trafford","0","0","192","7"
"Trafford","0","0","216","3"
"Trafford","0","0","619","11"
"Trafford","0","0","670","14"
"Trafford","0","0","265","1"
"Trafford","0","0","231","4"
"Trafford","0","0","275","4"
"Trafford","0","0","217","0"
"Trafford","0","0","201","3"
"Trafford","0","0","235","3"
"Trafford","0","0","454","7"
"Trafford","0","0","191","6"
"Trafford","0","0","248","7"
"Trafford","0","0","232","4"
"Trafford","0","0","337","4"
"Trafford","0","0","201","2"
"Trafford","0","0","331","5"
"Trafford","0","0","235","3"
"Trafford","0","0","239","6"
"Trafford","0","0","195","2"
"Trafford","0","1","311","58"
"Trafford","0","0","854","5"
"Trafford","0","0","944","51"
"Trafford","0","0","926","31"
"Trafford","0","0","1555","41"
"Trafford","0","0","258","2"
"Trafford","0","0","312","1"
"Trafford","0","0","89","0"
"Trafford","0","0","152","1"
"Trafford","0","0","196","0"
"Trafford","0","0","196","2"
"Trafford","0","0","174","3"
"Trafford","0","0","130","0"
"Trafford","0","0","115","115"
"Trafford","0","0","112","99"
"Wigan","0","0","97","0"
"Wigan","0","0","96","0"
"Wigan","0","0","309","6"
"Wigan","0","0","210","2"
"Wigan","0","0","376","4"
"Wigan","0","0","239","3"
"Wigan","0","0","478","3"
"Wigan","0","0","460","5"
"Wigan","0","0","460","6"
"Wigan","0","0","144","4"
"Wigan","0","1","206","4"
"Wigan","0","0","253","3"
"Wigan","0","0","221","5"
"Wigan","0","0","223","4"
"Wigan","0","0","206","7"
"Wigan","0","0","419","8"
"Wigan","0","1","236","10"
"Wigan","0","0","353","3"
"Wigan","0","0","415","8"
"Wigan","0","0","412","4"
"Wigan","0","0","190","2"
"Wigan","0","0","378","3"
"Wigan","0","0","209","1"
"Wigan","0","0","475","5"
"Wigan","0","0","207","2"
"Wigan","0","0","195","6"
"Wigan","0","0","204","5"
"Wigan","0","0","190","4"
"Wigan","0","0","250","3"
"Wigan","0","0","405","9"
"Wigan","0","0","203","2"
"Wigan","0","0","204","1"
"Wigan","0","0","212","2"
"Wigan","0","0","344","2"
"Wigan","0","0","423","4"
"Wigan","0","0","343","3"
"Wigan","0","0","205","4"
"Wigan","0","0","197","2"
"Wigan","0","0","141","1"
"Wigan","0","0","145","0"
"Wigan","0","0","240","1"
"Wigan","0","0","200","3"
"Wigan","0","0","400","3"
"Wigan","0","0","211","2"
"Wigan","0","0","205","3"
"Wigan","0","0","208","0"
"Wigan","0","0","165","3"
"Wigan","0","0","217","3"
"Wigan","0","0","257","2"
"Wigan","0","0","204","4"
"Wigan","0","0","319","5"
"Wigan","0","0","117","2"
"Wigan","0","0","201","6"
"Wigan","0","0","135","0"
"Wigan","0","0","400","2"
"Wigan","0","0","200","5"
"Wigan","0","0","196","5"
"Wigan","0","0","179","2"
"Wigan","0","0","211","3"
"Wigan","0","0","184","2"
"Wigan","0","0","190","8"
"Wigan","0","0","205","2"
"Wigan","0","0","304","3"
"Wigan","0","0","210","8"
"Wigan","0","0","206","1"
"Wigan","0","0","245","5"
"Wigan","0","0","304","5"
"Wigan","0","0","193","2"
"Wigan","0","0","196","3"
"Wigan","0","0","201","4"
"Wigan","0","0","212","2"
"Wigan","0","0","208","6"
"Wigan","0","0","418","3"
"Wigan","0","0","210","4"
"Wigan","0","0","239","2"
"Wigan","0","0","203","3"
"Wigan","0","0","1010","11"
"Wigan","0","0","1046","16"
"Wigan","0","0","1006","21"
"Wigan","0","1","933","21"
"Wigan","0","0","792","11"
"Wigan","0","0","1448","25"
"Wigan","0","0","995","29"
"Wigan","0","0","1040","24"
"Wigan","0","0","1561","17"
"Wigan","0","0","1207","22"
"Wigan","0","0","208","190"
"Barnsley","0","0","360","5"
"Barnsley","0","0","305","5"
"Barnsley","0","0","316","6"
"Barnsley","0","0","287","7"
"Barnsley","0","0","249","3"
"Barnsley","0","0","128","1"
"Barnsley","0","0","116","2"
"Barnsley","0","0","118","4"
"Barnsley","0","0","244","4"
"Barnsley","0","0","187","1"
"Barnsley","0","0","147","1"
"Barnsley","0","0","221","7"
"Barnsley","0","0","204","3"
"Barnsley","0","0","298","7"
"Barnsley","0","0","201","0"
"Barnsley","0","0","212","4"
"Barnsley","0","0","418","11"
"Barnsley","0","0","298","4"
"Barnsley","0","0","228","5"
"Barnsley","0","0","341","5"
"Barnsley","0","0","310","5"
"Barnsley","0","0","202","7"
"Barnsley","0","0","160","0"
"Barnsley","0","0","206","2"
"Barnsley","0","0","213","3"
"Barnsley","0","0","215","1"
"Barnsley","0","0","231","8"
"Barnsley","0","0","133","2"
"Barnsley","0","0","139","6"
"Barnsley","0","0","145","6"
"Barnsley","1","1","1785","46"
"Doncaster","0","0","6","2"
"Doncaster","0","0","420","3"
"Doncaster","0","0","75","1"
"Doncaster","0","0","196","10"
"Doncaster","0","0","288","3"
"Doncaster","0","0","276","6"
"Doncaster","0","0","221","3"
"Doncaster","0","0","140","2"
"Doncaster","0","0","340","3"
"Doncaster","0","0","360","3"
"Doncaster","0","0","209","1"
"Doncaster","0","0","161","3"
"Doncaster","0","0","218","4"
"Doncaster","0","0","211","0"
"Doncaster","0","0","215","2"
"Doncaster","0","0","294","5"
"Doncaster","0","0","403","6"
"Doncaster","0","0","460","9"
"Doncaster","0","0","251","1"
"Doncaster","0","0","403","4"
"Doncaster","0","0","321","2"
"Doncaster","0","0","371","3"
"Doncaster","0","0","274","7"
"Doncaster","0","0","463","9"
"Doncaster","0","0","306","9"
"Doncaster","0","0","208","1"
"Doncaster","0","0","203","2"
"Doncaster","0","0","192","2"
"Doncaster","0","0","342","1"
"Doncaster","0","0","189","3"
"Doncaster","0","0","151","5"
"Doncaster","0","0","144","1"
"Doncaster","0","0","166","3"
"Doncaster","0","0","164","3"
"Doncaster","0","0","210","9"
"Doncaster","0","0","728","1"
"Doncaster","0","0","30","30"
"Doncaster","0","0","29","0"
"Doncaster","0","0","32","31"
"Doncaster","0","0","29","29"
"Rotherham","0","0","105","0"
"Rotherham","0","0","147","0"
"Rotherham","0","0","149","0"
"Rotherham","0","0","575","21"
"Rotherham","0","0","252","1"
"Rotherham","0","0","400","1"
"Rotherham","0","0","217","5"
"Rotherham","0","0","238","3"
"Rotherham","0","0","195","5"
"Rotherham","0","0","300","19"
"Rotherham","0","0","307","1"
"Rotherham","0","0","221","4"
"Rotherham","0","0","216","4"
"Rotherham","0","0","201","1"
"Rotherham","0","0","316","10"
"Rotherham","0","0","245","2"
"Rotherham","0","0","224","4"
"Rotherham","0","0","169","4"
"Rotherham","0","0","242","6"
"Rotherham","0","0","274","3"
"Rotherham","0","0","254","1"
"Rotherham","0","0","253","0"
"Rotherham","0","0","210","0"
"Rotherham","0","0","211","1"
"Rotherham","0","0","114","10"
"Rotherham","1","0","242","13"
"Rotherham","0","0","243","4"
"Rotherham","0","0","158","5"
"Rotherham","0","0","660","27"
"Barnsley","0","0","117","117"
"Rotherham","0","0","158","158"
"Rotherham","0","0","164","163"
"Sheffield","0","0","83","2"
"Sheffield","0","0","95","3"
"Sheffield","0","0","583","1"
"Sheffield","0","0","220","5"
"Sheffield","0","0","228","3"
"Sheffield","0","0","435","10"
"Sheffield","0","0","359","5"
"Sheffield","0","0","267","2"
"Sheffield","0","0","405","4"
"Sheffield","0","0","363","2"
"Sheffield","0","0","478","4"
"Sheffield","0","0","354","4"
"Sheffield","0","0","496","2"
"Sheffield","0","0","403","4"
"Sheffield","0","0","221","2"
"Sheffield","0","0","376","20"
"Sheffield","0","0","418","5"
"Sheffield","0","0","597","5"
"Sheffield","0","0","165","0"
"Sheffield","0","0","204","3"
"Sheffield","0","0","417","6"
